id,v024_label,v024_nfhs3,state,nfhs5s_urban,nfhs5s_rural,nfhs5s_total,nfhs4s_total
S29,assam,assam,Assam,42.3,45.8,45.3,37
S30,assam,assam,Assam,9.3,8.9,9,9.5
S31,assam,assam,Assam,0.1,0.1,0.1,0.1
S32,assam,assam,Assam,3.4,2.9,2.9,2.2
S33,assam,assam,Assam,21.2,28.6,27.5,22
S34,assam,assam,Assam,7.6,4.4,4.9,2.7
S35,assam,assam,Assam,0.3,0.6,0.5,0.1
S36,assam,assam,Assam,9.9,11.1,11,14.2
S37,assam,assam,Assam,3.1,4.3,4.1,5.8
S38,assam,assam,Assam,18,22.1,21.4,17.2
S39,assam,assam,Assam,67.4,70.3,70,55.3
S40,assam,assam,Assam,72.7,62.7,63.8,55.1
S41,assam,assam,Assam,62.6,49.2,50.7,46.4
S42,assam,assam,Assam,96.2,94.3,94.5,89.8
S43,assam,assam,Assam,54.4,46.6,47.5,32
S44,assam,assam,Assam,22.6,18,18.5,5.6
S45,assam,assam,Assam,98.9,98.7,98.7,96.3
S46,assam,assam,Assam,76.8,63.8,65.3,54
S47,assam,assam,Assam,6651,5269,5415,3821
S48,assam,assam,Assam,2.8,1.9,2,1.9
S49,assam,assam,Assam,80.7,68.5,69.9,NA
S50,assam,assam,Assam,93.5,82.9,84.1,70.6
S51,assam,assam,Assam,66.3,75.4,74.4,60
S52,assam,assam,Assam,2.2,2.6,2.6,3.9
S53,assam,assam,Assam,94.9,85.1,86.1,74.3
S54,assam,assam,Assam,39.2,15.6,18.1,13.4
S55,assam,assam,Assam,78.8,66.9,70.6,53.3
S56,assam,assam,Assam,26.7,13.9,15.2,12.9
S57,assam,assam,Assam,63.2,66.9,66.4,47.1
S58,assam,assam,Assam,70.6,72,71.8,67.8
S59,assam,assam,Assam,92.6,92.5,92.5,82.3
S60,assam,assam,Assam,69.3,74,73.4,56
S61,assam,assam,Assam,79.7,82,81.7,66.5
S62,assam,assam,Assam,77.3,83.6,82.8,71.4
S63,assam,assam,Assam,12.5,20.3,19.4,NA
S64,assam,assam,Assam,44.8,45.5,45.4,NA
S65,assam,assam,Assam,72.7,75.4,75.1,52
S66,assam,assam,Assam,64,57.4,58.2,57.9
S67,assam,assam,Assam,88.4,96.6,95.6,93.3
S68,assam,assam,Assam,9.2,1.3,2.3,5.3
S69,assam,assam,Assam,2.7,5.8,5.5,2.9
S70,assam,assam,Assam,81,68.4,69.1,51.9
S71,assam,assam,Assam,27,28,28,22
S72,assam,assam,Assam,61.8,53,53.5,50.8
S73,assam,assam,Assam,2.5,2.5,2.5,1
S74,assam,assam,Assam,55,50.8,51.2,46.8
S75,assam,assam,Assam,48.5,49.2,49.1,64.4
S76,assam,assam,Assam,67.3,63,63.6,63.5
S77,assam,assam,Assam,57.6,51.2,51.7,49.9
S78,assam,assam,Assam,8.3,8.1,8.1,8.7
S79,assam,assam,Assam,NA,5.9,5.4,10.8
S80,assam,assam,Assam,7.9,8,8,8.9
S81,assam,assam,Assam,29.8,36,35.3,36.4
S82,assam,assam,Assam,19.1,22.1,21.7,17
S83,assam,assam,Assam,8,9.2,9.1,6.2
S84,assam,assam,Assam,25.9,33.6,32.8,29.8
S85,assam,assam,Assam,8,4.5,4.9,2.3
S86,assam,assam,Assam,13.9,18.3,17.6,25.7
S87,assam,assam,Assam,11.3,13.8,13.4,20.7
S88,assam,assam,Assam,23.8,13.6,15.2,13.2
S89,assam,assam,Assam,25.4,14.5,16.2,12.9
S90,assam,assam,Assam,66.6,67.3,67.2,NA
S91,assam,assam,Assam,54.2,43.2,44.9,NA
S92,assam,assam,Assam,66.4,68.6,68.4,35.7
S93,assam,assam,Assam,66,66.4,66.4,46.1
S94,assam,assam,Assam,41.4,55.9,54.2,44.8
S95,assam,assam,Assam,65.2,66,65.9,46
S96,assam,assam,Assam,67.4,67,67,42.7
S97,assam,assam,Assam,27.6,37.5,36,25.4
S98,assam,assam,Assam,34.6,40.4,39.6,23.5
S99,assam,assam,Assam,8.4,6.6,6.9,3.242392068578684
S100,assam,assam,Assam,7,4.5,4.9,2.437497679026436
S101,assam,assam,Assam,16.6,12.1,12.8,6.028943999589934
S102,assam,assam,Assam,8.8,8.3,8.4,3.608245193564239
S103,assam,assam,Assam,9.5,5.6,6.2,3.266175858933719
S104,assam,assam,Assam,20.4,15.2,16,7.177806536466191
S105,assam,assam,Assam,12,10.8,11,15.725579425022145
S106,assam,assam,Assam,5.1,4.7,4.8,5.228387972220413
S107,assam,assam,Assam,22.5,18.5,19.1,20.413844438971747
S108,assam,assam,Assam,13.8,12.7,12.9,20.0936425952147
S109,assam,assam,Assam,5.3,4.2,4.4,5.1439776561776345
S110,assam,assam,Assam,23.8,19.6,20.3,23.71744930525745
S111,assam,assam,Assam,0.6,0.1,0.2,NA
S112,assam,assam,Assam,0.4,0.2,0.2,NA
S113,assam,assam,Assam,0.4,0.2,0.2,NA
S114,assam,assam,Assam,0,1.6,1.4,NA
S115,assam,assam,Assam,24.1,18.3,19.2,9.4
S116,assam,assam,Assam,29,24.6,25.3,22.5
S117,assam,assam,Assam,76.3,70.6,71.5,44.6
S118,assam,assam,Assam,86.9,84.9,85.2,70.6
S119,assam,assam,Assam,93.9,91.8,92.1,87.4
S120,assam,assam,Assam,17.2,19.3,19,17
S121,assam,assam,Assam,36.3,43.9,42.7,52.3
S122,assam,assam,Assam,81.9,77.9,78.5,45.4
S123,assam,assam,Assam,75.4,53.9,57.2,46
S124,assam,assam,Assam,82.9,63.8,66.3,44.8
S125,assam,assam,Assam,26.6,32.9,32,24.5
S126,assam,assam,Assam,2.2,2.3,2.3,2
S127,assam,assam,Assam,7.4,8.1,8,5.8
S128,assam,assam,Assam,16.2,23.2,22.1,19.738183414633408
S129,assam,assam,Assam,43.9,53.3,51.8,63.89495042618404
S130,assam,assam,Assam,2.6,8.2,7.3,6.933861813628092
S131,assam,assam,Assam,21.3,25.9,25.1,35.63433797336742
S01,bihar,bihar,Bihar,74.2,58.7,61.1,56.9
S02,bihar,bihar,Bihar,31.6,37.2,36.4,39.3
S03,bihar,bihar,Bihar,982,1111,1090,1062
S04,bihar,bihar,Bihar,940,903,908,934
S05,bihar,bihar,Bihar,75.4,75.7,75.6,60.7
S06,bihar,bihar,Bihar,47.7,35.5,37.1,NA
S07,bihar,bihar,Bihar,96.2,96.3,96.3,60
S08,bihar,bihar,Bihar,99.5,99.2,99.2,98.4
S09,bihar,bihar,Bihar,69.2,45.7,49.4,26.5
S10,bihar,bihar,Bihar,78.6,30.3,37.8,17.8
S11,bihar,bihar,Bihar,96.2,92.8,93.3,93.6
S12,bihar,bihar,Bihar,11.6,15.1,14.6,12.3
S13,bihar,bihar,Bihar,18.5,10.5,11.5,NA
S14,bihar,bihar,Bihar,74.9,54.5,57.8,49.54952670830404
S15,bihar,bihar,Bihar,84,77,78.5,77.752877742178
S16,bihar,bihar,Bihar,48,25.2,28.8,22.8
S17,bihar,bihar,Bihar,57.1,38.9,42.8,42.5
S18,bihar,bihar,Bihar,38.4,17,20.6,NA
S19,bihar,bihar,Bihar,58.4,39.4,43.6,NA
S20,bihar,bihar,Bihar,27.9,43.4,40.8,42.5
S21,bihar,bihar,Bihar,18.3,34.3,30.5,35.3
S22,bihar,bihar,Bihar,2.4,3.1,3,3.4
S23,bihar,bihar,Bihar,7.4,11.6,11,12.2
S24,bihar,bihar,Bihar,60,80,77,77
S25,bihar,bihar,Bihar,29.5,35.2,34.5,36.7
S26,bihar,bihar,Bihar,43.1,47.3,46.8,48.1
S27,bihar,bihar,Bihar,50,57.4,56.4,58.1
S28,bihar,bihar,Bihar,62.3,54.6,55.8,24.1
S29,bihar,bihar,Bihar,47,43.9,44.4,23.3
S30,bihar,bihar,Bihar,31.8,35.3,34.8,20.7
S31,bihar,bihar,Bihar,0.2,0.1,0.1,0
S32,bihar,bihar,Bihar,1.3,0.7,0.8,0.5
S33,bihar,bihar,Bihar,3.6,1.8,2,0.8
S34,bihar,bihar,Bihar,7.3,3.4,4,1
S35,bihar,bihar,Bihar,1.1,1.1,1.1,0.3
S36,bihar,bihar,Bihar,11.5,13.9,13.6,21.2
S37,bihar,bihar,Bihar,5,6.3,6.1,9.4
S38,bihar,bihar,Bihar,17.5,20.7,20.2,12
S39,bihar,bihar,Bihar,49.3,50,49.9,34.4
S40,bihar,bihar,Bihar,59.8,51.9,52.9,34.6
S41,bihar,bihar,Bihar,32.4,24,25.2,14.4
S42,bihar,bihar,Bihar,90.5,89.4,89.5,89.6
S43,bihar,bihar,Bihar,26,16.7,18,9.7
S44,bihar,bihar,Bihar,15.3,8.3,9.3,2.3
S45,bihar,bihar,Bihar,85,90.2,89.5,79.9
S46,bihar,bihar,Bihar,62.6,56.5,57.3,42.3
S47,bihar,bihar,Bihar,3511,2771,2848,1784
S48,bihar,bihar,Bihar,3.1,2.9,2.9,1.8
S49,bihar,bihar,Bihar,66.1,58.2,59.3,NA
S50,bihar,bihar,Bihar,84.1,75,76.2,63.8
S51,bihar,bihar,Bihar,47.4,58.3,56.9,47.6
S52,bihar,bihar,Bihar,3.6,6.5,6.1,8.2
S53,bihar,bihar,Bihar,83.1,78.3,79,70
S54,bihar,bihar,Bihar,15.7,8.8,9.7,6.2
S55,bihar,bihar,Bihar,36.7,40.6,39.6,31
S56,bihar,bihar,Bihar,4.7,3.5,3.6,2.6
S57,bihar,bihar,Bihar,66.7,71.6,71,61.7
S58,bihar,bihar,Bihar,77.4,83.4,82.7,77.1
S59,bihar,bihar,Bihar,95.3,95.6,95.5,91.6
S60,bihar,bihar,Bihar,71.1,76.2,75.5,72.9
S61,bihar,bihar,Bihar,83,85.3,85,80.1
S62,bihar,bihar,Bihar,84.2,86,85.7,79.4
S63,bihar,bihar,Bihar,35.1,29.1,29.9,NA
S64,bihar,bihar,Bihar,4.9,3.1,3.4,NA
S65,bihar,bihar,Bihar,80.2,82.6,82.3,65.5
S66,bihar,bihar,Bihar,52.5,56.5,56,63.3
S67,bihar,bihar,Bihar,91.1,97.4,96.6,95.5
S68,bihar,bihar,Bihar,7.4,1.4,2.2,3.9
S69,bihar,bihar,Bihar,12.6,13.9,13.7,10.4
S70,bihar,bihar,Bihar,56.7,58.4,58.2,45.2
S71,bihar,bihar,Bihar,25.3,25.6,25.6,20.1
S72,bihar,bihar,Bihar,63.2,64.9,64.7,54.9
S73,bihar,bihar,Bihar,3,3.6,3.5,2.5
S74,bihar,bihar,Bihar,67.8,69.6,69.4,59.8
S75,bihar,bihar,Bihar,35.1,30.5,31.1,34.9
S76,bihar,bihar,Bihar,55.8,59.4,58.9,53.4
S77,bihar,bihar,Bihar,38.8,39,39,30.8
S78,bihar,bihar,Bihar,8.2,11.2,10.8,7.3
S79,bihar,bihar,Bihar,13.8,11.1,11.5,9.2
S80,bihar,bihar,Bihar,9.2,11.2,10.9,7.5
S81,bihar,bihar,Bihar,36.8,43.9,42.9,48.3
S82,bihar,bihar,Bihar,21.6,23.1,22.9,20.8
S83,bihar,bihar,Bihar,7.7,9,8.8,7
S84,bihar,bihar,Bihar,35.8,41.8,41,43.9
S85,bihar,bihar,Bihar,2.2,2.4,2.4,1.2
S86,bihar,bihar,Bihar,18.7,26.9,25.6,30.4
S87,bihar,bihar,Bihar,12.9,23.8,21.5,25.4
S88,bihar,bihar,Bihar,25.2,14.2,15.9,11.7
S89,bihar,bihar,Bihar,18.7,13.6,14.7,12.6
S90,bihar,bihar,Bihar,68.4,58.8,60.3,NA
S91,bihar,bihar,Bihar,54.8,45.9,47.7,NA
S92,bihar,bihar,Bihar,67.9,69.7,69.4,63.5
S93,bihar,bihar,Bihar,66,63.1,63.6,60.4
S94,bihar,bihar,Bihar,56.1,63.9,63.1,58.3
S95,bihar,bihar,Bihar,65.6,63.1,63.5,60.3
S96,bihar,bihar,Bihar,67.2,65.4,65.7,61
S97,bihar,bihar,Bihar,27.1,30.1,29.5,32.3
S98,bihar,bihar,Bihar,33,35.2,34.8,37.8
S99,bihar,bihar,Bihar,7.2,6.3,6.4,2.765604505136571
S100,bihar,bihar,Bihar,8,4.9,5.4,1.9194336266208398
S101,bihar,bihar,Bihar,16.3,12,12.7,5.586258103915291
S102,bihar,bihar,Bihar,10.2,7.8,8.3,4.044207029927756
S103,bihar,bihar,Bihar,9.2,6.5,7,3.2536819183284353
S104,bihar,bihar,Bihar,20.3,15.4,16.2,7.722137838311072
S105,bihar,bihar,Bihar,9,8.6,8.7,5.966537544698258
S106,bihar,bihar,Bihar,3.2,3.7,3.6,2.294245761529825
S107,bihar,bihar,Bihar,16.6,15.8,15.9,9.894966869586765
S108,bihar,bihar,Bihar,11.7,11,11.2,9.01123718093961
S109,bihar,bihar,Bihar,4.2,4.3,4.3,1.8711847548813954
S110,bihar,bihar,Bihar,19.5,18.1,18.4,11.559983481759744
S111,bihar,bihar,Bihar,0.6,0.9,0.8,NA
S112,bihar,bihar,Bihar,0.4,0.3,0.3,NA
S113,bihar,bihar,Bihar,0.4,0.3,0.3,NA
S114,bihar,bihar,Bihar,1.3,0.8,0.9,NA
S115,bihar,bihar,Bihar,13.5,9.7,10.3,10.1
S116,bihar,bihar,Bihar,33.1,23,25.2,26.3
S117,bihar,bihar,Bihar,66.6,55.6,57.4,33.5
S118,bihar,bihar,Bihar,82.7,79.8,80.4,67.1
S119,bihar,bihar,Bihar,84,87,86.5,75.2
S120,bihar,bihar,Bihar,11.7,12.8,12.6,12.5
S121,bihar,bihar,Bihar,53.4,55.7,55.3,58.8
S122,bihar,bihar,Bihar,79.1,76.2,76.7,26.4
S123,bihar,bihar,Bihar,61.8,49.3,51.4,40.9
S124,bihar,bihar,Bihar,74.7,56,58.8,31
S125,bihar,bihar,Bihar,40.6,39.9,40,43.7
S126,bihar,bihar,Bihar,1.9,3,2.8,4.8
S127,bihar,bihar,Bihar,7.1,8.5,8.3,14.2
S128,bihar,bihar,Bihar,3.6,5.3,5,2.7793989478818526
S129,bihar,bihar,Bihar,40.3,50.7,48.8,50.081438437270876
S130,bihar,bihar,Bihar,0.5,0.4,0.4,0.23492879521451673
S131,bihar,bihar,Bihar,14,15.8,15.5,28.902640709512816
S01,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,85.8,65,74.4,73
S02,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,24.4,26.4,25.4,26.5
S03,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,775,875,827,813
S04,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,705,940,817,983
S05,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,96.6,99.5,98.1,93
S06,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,91.5,99.6,95.4,NA
S07,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,99.9,99.5,99.7,98.3
S08,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,97.9,93.2,95.4,94.8
S09,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,68.5,63.3,65.8,44.4
S10,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,95.2,62.6,79.9,63.1
S11,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,98.1,78.4,89.1,80.8
S12,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,39.5,66.3,52,25.3
S13,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,6.2,1.3,3.7,NA
S14,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,87.7,67.9,77.3,69.40884991483566
S15,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,95.4,91.6,93.4,85.7273938819406
S16,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,48.6,24.2,35.8,40.3
S17,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,58.8,40.7,49.4,52.6
S18,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,49.4,23.8,36.7,NA
S19,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,76.2,61.3,68.3,NA
S20,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,26.7,26.2,26.4,26.8
S21,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,20.6,7.4,12.6,29.9
S22,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,1.7,1.9,1.8,2.1
S23,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,1.9,5.8,4.3,8.5
S24,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,32,45,40,54
S25,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,20.3,22.5,21.4,13.9
S26,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,33.3,30.4,31.8,33.4
S27,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,43.8,30.4,37,39.9
S28,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,63.5,72.4,68,36.2
S29,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,53.6,66,59.8,35.8
S30,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,30.9,52.4,41.6,29.7
S31,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,0,0.3,0.2,0
S32,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,3,1.5,2.2,1.7
S33,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,3.5,2.8,3.1,1.2
S34,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,15.6,7.8,11.7,3.2
S35,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,0.7,1.1,0.9,0
S36,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,15.4,8.5,11.9,19.5
S37,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,7.4,3.2,5.3,10.7
S38,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,27.6,23.2,25.3,15.5
S39,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,66.9,72.2,69.9,43.4
S40,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,71.8,84,77.7,66.9
S41,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,77.9,94.8,86.2,71.9
S42,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,78.7,90.8,84.6,82.3
S43,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,56,63.7,59.8,42.3
S44,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,35.2,37.2,36.2,26.2
S45,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,97.8,99.9,98.8,89.8
S46,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,91.5,91.7,91.6,64.8
S47,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,1132,329,677,692
S48,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,6.1
S49,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,92.1,89.8,91,NA
S50,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,96.4,96.7,96.5,88.5
S51,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,60.4,82.9,71.9,60
S52,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,0.9,1.9,1.4,1.7
S53,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,97,98.5,97.8,86.1
S54,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,29.9,16.1,22.9,16.1
S55,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,44.5,37.3,42.5,33.2
S56,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,23,13.3,17.3,11.1
S57,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,90,100,94.9,50.5
S58,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,91.9,94.8,93.4,66.4
S59,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,96.2,100,98.1,87.4
S60,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,92.4,100,96.1,63.3
S61,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,94.5,100,97.2,73.5
S62,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,92.6,100,96.2,80.9
S63,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,35.2,53.7,44.2,NA
S64,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,5.7,1.5,3.7,NA
S65,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,89,97.5,93.1,54.8
S66,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,86,86.3,86.2,67.2
S67,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,94.8,100,97.3,85
S68,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,5.2,0,2.7,15
S69,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,2.3,3,2.6,4.1
S70,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,84.9
S71,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,12.9
S72,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,86.2
S73,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,0.6,0.1,0.3,1.5
S74,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,88.9,94.8,90.7,77.5
S75,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,19.4,31.8,25.9,50
S76,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,64.8,93.3,79.4,67.9
S77,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,NA,NA,43.3,19.6
S78,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,9.8,11.4,10.7,1.8
S79,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,NA,NA,4,2.9
S80,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,9,11.3,10.2,2.1
S81,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,32.9,45.7,39.4,37.2
S82,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,22.1,21.1,21.6,26.7
S83,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,5.1,3.5,4.3,11.5
S84,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,33.6,43.5,38.7,35.8
S85,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,1.2,2.5,1.9,3.9
S86,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,20.7,29,25.1,23.4
S87,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,19.2,17.5,18.3,16.3
S88,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,34,20.3,26.8,23.3
S89,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,27.6,16,21.4,26.3
S90,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,46.2,44.7,45.4,NA
S91,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,45.7,18.4,31.1,NA
S92,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,75,76.8,75.8,82
S93,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,60.4,64.5,62.6,73.4
S94,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,61.1,60.4,60.7,62.3
S95,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,60.5,64.4,62.5,72.9
S96,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,60.1,66.3,63.9,75.9
S97,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,17.9,30.3,24.6,27.6
S98,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,12.1,60,37,36.1
S99,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,5.5,7.5,6.6,3.341500884738222
S100,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,7.3,4.8,5.9,1.9518748031457103
S101,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,14,13.3,13.6,5.641907972720967
S102,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,7.6,8.3,8,2.808310032080314
S103,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,8.5,6.9,7.7,6.314509675475599
S104,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,17.2,15.7,16.4,9.46737582694024
S105,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,8.9,6.7,7.7,7.076749375020078
S106,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,3.3,4.5,4,3.045692299108618
S107,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,16.5,13.6,14.9,11.320899016443905
S108,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,11.9,7.8,9.8,11.527678265304301
S109,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,3.1,4.3,3.7,2.46198722048664
S110,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,17,13.9,15.4,13.686486028400132
S111,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,0.9,0,0.4,NA
S112,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,0.5,0,0.2,NA
S113,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,0.5,0,0.3,NA
S114,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,2.1,0,1.1,NA
S115,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,31.4,19,25.3,16.4
S116,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,35.2,21.5,28.1,11.3
S117,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,75.8,51.7,63.8,45.6
S118,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,81.3,77.1,79.1,47.1
S119,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,95.7,87.4,91.9,81.5
S120,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,23.5,39.5,31.5,19.2
S121,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,51.9,59.7,55.8,23.8
S122,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,78,89.3,83.6,46.5
S123,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,75.4,45.5,60.5,46
S124,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,91,95.6,93.6,62.1
S125,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,21.8,10.8,16.8,30
