id,v024_label,v024_nfhs3,state,nfhs5s_urban,nfhs5s_rural,nfhs5s_total,nfhs4s_total
S80,nagaland,nagaland,Nagaland,15.8,14.1,14.5,18.8
S81,nagaland,nagaland,Nagaland,27.1,34.7,32.7,28.6
S82,nagaland,nagaland,Nagaland,21.7,18.2,19.1,11.3
S83,nagaland,nagaland,Nagaland,11,6.8,7.9,4.2
S84,nagaland,nagaland,Nagaland,24.5,27.7,26.9,16.7
S85,nagaland,nagaland,Nagaland,4.8,4.9,4.9,3.8
S86,nagaland,nagaland,Nagaland,11.6,10.8,11.1,12.3
S87,nagaland,nagaland,Nagaland,7.4,7.5,7.5,11.5
S88,nagaland,nagaland,Nagaland,17.1,13,14.4,16.2
S89,nagaland,nagaland,Nagaland,31,19.8,23.9,13.9
S90,nagaland,nagaland,Nagaland,59.6,63.4,62,NA
S91,nagaland,nagaland,Nagaland,32.7,27.5,29.4,NA
S92,nagaland,nagaland,Nagaland,46.4,41.4,42.7,26.4
S93,nagaland,nagaland,Nagaland,27.5,30.3,29.3,27.7
S94,nagaland,nagaland,Nagaland,22.3,22.1,22.2,32.7
S95,nagaland,nagaland,Nagaland,27.3,29.8,28.9,27.9
S96,nagaland,nagaland,Nagaland,34,33.9,33.9,26.3
S97,nagaland,nagaland,Nagaland,10.8,9.5,10,11.7
S98,nagaland,nagaland,Nagaland,15.5,21.6,19.6,12.2
S99,nagaland,nagaland,Nagaland,5.3,5.2,5.2,4.8425124647205156
S100,nagaland,nagaland,Nagaland,3.8,3.7,3.8,2.8920076640833043
S101,nagaland,nagaland,Nagaland,9.3,9.2,9.3,8.030221331711658
S102,nagaland,nagaland,Nagaland,5.9,6.9,6.6,5.257493257086536
S103,nagaland,nagaland,Nagaland,6.9,4.7,5.5,4.61934754358916
S104,nagaland,nagaland,Nagaland,13.4,11.9,12.4,10.036770249015452
S105,nagaland,nagaland,Nagaland,12,14.7,13.8,14.155862560067645
S106,nagaland,nagaland,Nagaland,6.8,7.9,7.6,6.325293211495866
S107,nagaland,nagaland,Nagaland,19.9,23.6,22.4,18.840685895009404
S108,nagaland,nagaland,Nagaland,16.7,20.3,19.1,21.96259379050187
S109,nagaland,nagaland,Nagaland,8,9.3,8.9,6.650311572632164
S110,nagaland,nagaland,Nagaland,26,30.1,28.7,25.407164432109486
S111,nagaland,nagaland,Nagaland,0.3,0.3,0.3,NA
S112,nagaland,nagaland,Nagaland,0.4,0.2,0.3,NA
S113,nagaland,nagaland,Nagaland,0.6,0.3,0.4,NA
S114,nagaland,nagaland,Nagaland,0.1,0.3,0.2,NA
S115,nagaland,nagaland,Nagaland,25.5,25.7,25.6,12.5
S116,nagaland,nagaland,Nagaland,30.7,45.6,40.1,24.1
S117,nagaland,nagaland,Nagaland,62.9,60.5,61.4,39.9
S118,nagaland,nagaland,Nagaland,56.1,75.8,68.5,63.6
S119,nagaland,nagaland,Nagaland,98.1,99.8,99.2,97.4
S120,nagaland,nagaland,Nagaland,28.6,20.7,23.6,22.7
S121,nagaland,nagaland,Nagaland,23.4,28.9,26.9,35.2
S122,nagaland,nagaland,Nagaland,77.9,55.4,63.7,38.8
S123,nagaland,nagaland,Nagaland,93,76.3,82.5,70.4
S124,nagaland,nagaland,Nagaland,87.1,76.6,80.2,72.4
S125,nagaland,nagaland,Nagaland,5.2,7,6.4,13.1
S126,nagaland,nagaland,Nagaland,0,0.6,0.4,1.5
S127,nagaland,nagaland,Nagaland,2.4,1.3,1.6,7.6
S128,nagaland,nagaland,Nagaland,16,12.6,13.7,27.427434692712264
S129,nagaland,nagaland,Nagaland,47.4,48.9,48.4,69.22314900639638
S130,nagaland,nagaland,Nagaland,1.5,0.7,0.9,3.3084911456311517
S131,nagaland,nagaland,Nagaland,26.8,22.5,24,38.81725841891399
S01,sikkim,sikkim,Sikkim,90.3,79.5,83.7,79.7
S02,sikkim,sikkim,Sikkim,19.2,19.7,19.5,23.1
S03,sikkim,sikkim,Sikkim,1033,964,990,942
S04,sikkim,sikkim,Sikkim,NA,746,969,809
S05,sikkim,sikkim,Sikkim,95.4,97.2,96.5,98.5
S06,sikkim,sikkim,Sikkim,64.6,79.7,75.5,NA
S07,sikkim,sikkim,Sikkim,99.5,99.1,99.3,99.4
S08,sikkim,sikkim,Sikkim,97.6,89.9,92.8,97.8
S09,sikkim,sikkim,Sikkim,84,89.3,87.3,89.7
S10,sikkim,sikkim,Sikkim,97.5,64.4,78.4,59.1
S11,sikkim,sikkim,Sikkim,97.9,98.5,98.3,99.6
S12,sikkim,sikkim,Sikkim,31.2,21.6,25.7,30.3
S13,sikkim,sikkim,Sikkim,NA,41.6,41.2,NA
S14,sikkim,sikkim,Sikkim,92.8,86.2,88.9,86.58722780871926
S15,sikkim,sikkim,Sikkim,96.9,90.3,93,91.46841420604618
S16,sikkim,sikkim,Sikkim,60.2,41.2,49,40.7
S17,sikkim,sikkim,Sikkim,70.7,44.2,55,45.1
S18,sikkim,sikkim,Sikkim,90,68.1,76.7,NA
S19,sikkim,sikkim,Sikkim,94.2,69.5,78.2,NA
S20,sikkim,sikkim,Sikkim,8.5,12.5,10.8,15
S21,sikkim,sikkim,Sikkim,NA,11.7,5.1,10.7
S22,sikkim,sikkim,Sikkim,0.7,1.3,1.1,1.2
S23,sikkim,sikkim,Sikkim,0.9,4.3,3.1,2.8
S24,sikkim,sikkim,Sikkim,19,24,22,22
S25,sikkim,sikkim,Sikkim,NA,7.8,5,20.8
S26,sikkim,sikkim,Sikkim,NA,17.8,11.2,29.5
S27,sikkim,sikkim,Sikkim,NA,17.8,11.2,32.2
S28,sikkim,sikkim,Sikkim,55.5,77.3,69.1,46.7
S29,sikkim,sikkim,Sikkim,43.6,61.8,54.9,45.9
S30,sikkim,sikkim,Sikkim,14.3,14.6,14.5,17.6
S31,sikkim,sikkim,Sikkim,0.4,2.5,1.7,3.4
S32,sikkim,sikkim,Sikkim,4.6,7.1,6.2,6.3
S33,sikkim,sikkim,Sikkim,9.7,23.4,18.2,11.6
S34,sikkim,sikkim,Sikkim,10.7,8.4,9.3,5.2
S35,sikkim,sikkim,Sikkim,3.9,3.2,3.5,1.9
S36,sikkim,sikkim,Sikkim,18.2,8.2,11.9,21.7
S37,sikkim,sikkim,Sikkim,8.4,2.9,4.9,8.9
S38,sikkim,sikkim,Sikkim,17.2,20.7,18.9,19.6
S39,sikkim,sikkim,Sikkim,63.2,59.7,60.8,57.9
S40,sikkim,sikkim,Sikkim,58.5,66.5,63.7,76.2
S41,sikkim,sikkim,Sikkim,51.4,62.3,58.4,74.7
S42,sikkim,sikkim,Sikkim,92.2,91.8,92,97.2
S43,sikkim,sikkim,Sikkim,48.4,58.2,54.7,52.8
S44,sikkim,sikkim,Sikkim,29.6,32.5,31.5,26.8
S45,sikkim,sikkim,Sikkim,96.1,93.8,94.6,99.1
S46,sikkim,sikkim,Sikkim,58.9,75,69.3,74.2
S47,sikkim,sikkim,Sikkim,NA,8028,8334,3993
S48,sikkim,sikkim,Sikkim,NA,NA,NA,0
S49,sikkim,sikkim,Sikkim,56.2,71.7,66.2,NA
S50,sikkim,sikkim,Sikkim,92,96.3,94.7,94.7
S51,sikkim,sikkim,Sikkim,66.6,85.6,78.6,82.7
S52,sikkim,sikkim,Sikkim,4,1.9,2.6,2.4
S53,sikkim,sikkim,Sikkim,93.5,98.2,96.5,97.1
S54,sikkim,sikkim,Sikkim,43.1,26.9,32.8,20.9
S55,sikkim,sikkim,Sikkim,NA,44,55.4,49.3
S56,sikkim,sikkim,Sikkim,40.4,25.9,30.4,18.1
S57,sikkim,sikkim,Sikkim,NA,83.2,80.6,83
S58,sikkim,sikkim,Sikkim,NA,88.7,87.6,94.2
S59,sikkim,sikkim,Sikkim,NA,95.3,96.6,98.9
S60,sikkim,sikkim,Sikkim,NA,89.9,89,87.7
S61,sikkim,sikkim,Sikkim,NA,88,91.4,93
S62,sikkim,sikkim,Sikkim,NA,91.9,90.5,93.3
S63,sikkim,sikkim,Sikkim,NA,34.2,29,NA
S64,sikkim,sikkim,Sikkim,NA,0,0,NA
S65,sikkim,sikkim,Sikkim,NA,86.8,89.1,84.1
S66,sikkim,sikkim,Sikkim,92.6,85,87.5,86.7
S67,sikkim,sikkim,Sikkim,NA,100,100,94.1
S68,sikkim,sikkim,Sikkim,NA,0,0,5.9
S69,sikkim,sikkim,Sikkim,9.3,3.3,5.5,1.8
S70,sikkim,sikkim,Sikkim,NA,NA,64.2,NA
S71,sikkim,sikkim,Sikkim,NA,NA,50,NA
S72,sikkim,sikkim,Sikkim,NA,NA,56.6,NA
S73,sikkim,sikkim,Sikkim,0.8,0.7,0.7,0.3
S74,sikkim,sikkim,Sikkim,NA,57.4,59.5,63.8
S75,sikkim,sikkim,Sikkim,32.9,33.1,33,66.5
S76,sikkim,sikkim,Sikkim,NA,29.7,28.3,54.6
S77,sikkim,sikkim,Sikkim,NA,58.2,57.4,61.8
S78,sikkim,sikkim,Sikkim,NA,29,23,23.1
S79,sikkim,sikkim,Sikkim,NA,NA,35,NA
S80,sikkim,sikkim,Sikkim,NA,31.9,24.7,23.1
S81,sikkim,sikkim,Sikkim,15.1,25.6,22.3,29.6
S82,sikkim,sikkim,Sikkim,13.2,13.9,13.7,14.2
S83,sikkim,sikkim,Sikkim,6.4,6.7,6.6,5.9
S84,sikkim,sikkim,Sikkim,9,14.9,13.1,14.2
S85,sikkim,sikkim,Sikkim,3.5,12.2,9.6,8.6
S86,sikkim,sikkim,Sikkim,6.1,5.6,5.8,6.4
S87,sikkim,sikkim,Sikkim,5.8,4.4,4.9,2.4
S88,sikkim,sikkim,Sikkim,41,30.8,34.7,26.7
S89,sikkim,sikkim,Sikkim,40.1,33.9,36.3,34.8
S90,sikkim,sikkim,Sikkim,71.9,78,75.6,NA
S91,sikkim,sikkim,Sikkim,36.6,69.3,56.7,NA
S92,sikkim,sikkim,Sikkim,54.8,57.1,56.4,55.1
S93,sikkim,sikkim,Sikkim,42.2,42,42.1,35.2
S94,sikkim,sikkim,Sikkim,NA,34,40.7,23.6
S95,sikkim,sikkim,Sikkim,42.4,41.9,42.1,34.9
S96,sikkim,sikkim,Sikkim,53,43.7,46.7,48.7
S97,sikkim,sikkim,Sikkim,15,21,18.7,15.8
S98,sikkim,sikkim,Sikkim,NA,23.1,17.6,16.7
S99,sikkim,sikkim,Sikkim,7.6,5.5,6.2,4.109138672554199
S100,sikkim,sikkim,Sikkim,4.9,4.5,4.7,2.8894239895277467
S101,sikkim,sikkim,Sikkim,14.6,10.9,12.2,7.295821820065855
S102,sikkim,sikkim,Sikkim,6.9,7.7,7.5,5.455171270893638
S103,sikkim,sikkim,Sikkim,8.1,6.4,7,3.685632129701171
S104,sikkim,sikkim,Sikkim,16.2,15.5,15.7,9.485968849934817
S105,sikkim,sikkim,Sikkim,16.7,19.5,18.5,15.392014748668908
S106,sikkim,sikkim,Sikkim,10.7,12.4,11.8,5.543899854451999
S107,sikkim,sikkim,Sikkim,32.3,35.8,34.5,20.231724036553587
S108,sikkim,sikkim,Sikkim,24.5,25.2,25,26.85703802524505
S109,sikkim,sikkim,Sikkim,11.1,15.2,13.9,8.80276213066424
S110,sikkim,sikkim,Sikkim,38.6,43.1,41.6,33.483399219012014
S111,sikkim,sikkim,Sikkim,0.7,0.5,0.6,NA
S112,sikkim,sikkim,Sikkim,0,0.2,0.1,NA
S113,sikkim,sikkim,Sikkim,1.4,0.4,0.8,NA
S114,sikkim,sikkim,Sikkim,7.1,2.3,4,NA
S115,sikkim,sikkim,Sikkim,34.1,17.2,23.9,25.5
S116,sikkim,sikkim,Sikkim,23.4,15.2,18.5,36.1
S117,sikkim,sikkim,Sikkim,80.1,67.1,72.2,62.7
S118,sikkim,sikkim,Sikkim,80,86.2,83.7,72.9
S119,sikkim,sikkim,Sikkim,80.5,93.9,89.7,95.3
S120,sikkim,sikkim,Sikkim,38.1,29.3,32.7,19.9
S121,sikkim,sikkim,Sikkim,56.9,50.6,53.1,24.8
S122,sikkim,sikkim,Sikkim,76,76.7,76.4,63.5
S123,sikkim,sikkim,Sikkim,96.9,83.3,88.6,79.8
S124,sikkim,sikkim,Sikkim,87.1,85.7,86.3,84.6
S125,sikkim,sikkim,Sikkim,13.1,11.7,12.1,2.6
S126,sikkim,sikkim,Sikkim,0.4,2.4,1.9,0.4
S127,sikkim,sikkim,Sikkim,3.2,3.1,3.2,1.4
S128,sikkim,sikkim,Sikkim,7.9,14.1,11.7,7.342953154682322
S129,sikkim,sikkim,Sikkim,38,43.3,41.3,40.2794699224212
S130,sikkim,sikkim,Sikkim,12.7,18.4,16.2,22.97260241402987
S131,sikkim,sikkim,Sikkim,37.6,41.1,39.8,51.20323089501861
S01,telangana,andhra pradesh,Telangana,75.9,52.4,60.9,62.6
S02,telangana,andhra pradesh,Telangana,23.4,22,22.5,25.1
S03,telangana,andhra pradesh,Telangana,1015,1070,1049,1007
S04,telangana,andhra pradesh,Telangana,873,907,894,872
S05,telangana,andhra pradesh,Telangana,92.9,88,90,83.1
S06,telangana,andhra pradesh,Telangana,79,71.3,73.5,NA
S07,telangana,andhra pradesh,Telangana,99.8,99.4,99.6,98.9
S08,telangana,andhra pradesh,Telangana,99.4,98.4,98.7,97.7
S09,telangana,andhra pradesh,Telangana,81.8,72.9,76.2,52.3
S10,telangana,andhra pradesh,Telangana,98.2,88.3,91.8,67.3
S11,telangana,andhra pradesh,Telangana,97.8,94.8,95.8,95.8
S12,telangana,andhra pradesh,Telangana,52.9,65,60.8,66.4
S13,telangana,andhra pradesh,Telangana,16.7,14.3,15.3,NA
S14,telangana,andhra pradesh,Telangana,81,58.1,66.6,65.48086618756709
S15,telangana,andhra pradesh,Telangana,90.2,81.3,84.8,83.35682781897148
S16,telangana,andhra pradesh,Telangana,60.9,36.3,45.5,43.6
S17,telangana,andhra pradesh,Telangana,71,54.6,61.2,54.5
S18,telangana,andhra pradesh,Telangana,43.9,15.8,26.5,NA
S19,telangana,andhra pradesh,Telangana,72.3,46.7,57.4,NA
S20,telangana,andhra pradesh,Telangana,16.7,27.4,23.5,26.2
S21,telangana,andhra pradesh,Telangana,9.1,21.1,16.3,17.8
S22,telangana,andhra pradesh,Telangana,1.8,1.7,1.8,1.8
S23,telangana,andhra pradesh,Telangana,3.1,7.4,5.8,10.6
S24,telangana,andhra pradesh,Telangana,34,56,48,67
S25,telangana,andhra pradesh,Telangana,13.8,18.8,16.8,20
S26,telangana,andhra pradesh,Telangana,22,29.3,26.4,27.7
S27,telangana,andhra pradesh,Telangana,24.7,32.4,29.4,31.7
S28,telangana,andhra pradesh,Telangana,69,67.6,68.1,57.2
S29,telangana,andhra pradesh,Telangana,66.9,66.5,66.7,57
S30,telangana,andhra pradesh,Telangana,61.3,62.2,61.9,54.2
S31,telangana,andhra pradesh,Telangana,1.4,2.3,2,1.6
S32,telangana,andhra pradesh,Telangana,1,0.2,0.5,0.4
S33,telangana,andhra pradesh,Telangana,1.2,0.5,0.8,0.3
S34,telangana,andhra pradesh,Telangana,1.3,0.5,0.8,0.5
S35,telangana,andhra pradesh,Telangana,0.1,0.1,0.1,0
S36,telangana,andhra pradesh,Telangana,7.1,6.1,6.4,7.4
S37,telangana,andhra pradesh,Telangana,3.1,2.6,2.8,3.8
S38,telangana,andhra pradesh,Telangana,17.2,16.9,17,9.6
S39,telangana,andhra pradesh,Telangana,52.4,47.2,49.2,25.1
S40,telangana,andhra pradesh,Telangana,89.8,87.6,88.5,83.1
S41,telangana,andhra pradesh,Telangana,71.1,70,70.4,74.9
S42,telangana,andhra pradesh,Telangana,89.5,89.7,89.6,88.8
S43,telangana,andhra pradesh,Telangana,63.2,54.6,57.9,52.7
S44,telangana,andhra pradesh,Telangana,37,32.7,34.4,28.8
S45,telangana,andhra pradesh,Telangana,94.8,97.8,96.7,89.1
S46,telangana,andhra pradesh,Telangana,88,87.3,87.6,81.7
S47,telangana,andhra pradesh,Telangana,3594,3966,3846,4218
S48,telangana,andhra pradesh,Telangana,NA,14.6,15.6,9
S49,telangana,andhra pradesh,Telangana,91.5,88.9,90,NA
S50,telangana,andhra pradesh,Telangana,97.7,96.6,97,91.5
S51,telangana,andhra pradesh,Telangana,43.4,53.6,49.7,30.5
S52,telangana,andhra pradesh,Telangana,0.7,1.7,1.3,2.8
S53,telangana,andhra pradesh,Telangana,94.6,92.9,93.6,91.3
S54,telangana,andhra pradesh,Telangana,64.3,58.4,60.7,57.7
S55,telangana,andhra pradesh,Telangana,82.7,80.6,81.5,74.5
S56,telangana,andhra pradesh,Telangana,44.8,44.3,44.5,40.3
S57,telangana,andhra pradesh,Telangana,74.7,81.5,79.1,67.5
S58,telangana,andhra pradesh,Telangana,85.7,88.3,87.4,79.1
S59,telangana,andhra pradesh,Telangana,90.4,95.3,93.5,97.4
S60,telangana,andhra pradesh,Telangana,77,84,81.6,75.2
S61,telangana,andhra pradesh,Telangana,84.3,91.9,89.2,87.9
S62,telangana,andhra pradesh,Telangana,86.7,92.7,90.6,90.1
S63,telangana,andhra pradesh,Telangana,29.7,40.1,36.4,NA
S64,telangana,andhra pradesh,Telangana,3.9,6.1,5.3,NA
S65,telangana,andhra pradesh,Telangana,80,89.9,86.4,70.5
S66,telangana,andhra pradesh,Telangana,68.7,74.9,72.4,81.3
S67,telangana,andhra pradesh,Telangana,88.8,96.9,94.1,83.6
S68,telangana,andhra pradesh,Telangana,8.5,2.4,4.5,16.2
S69,telangana,andhra pradesh,Telangana,5.5,8.6,7.4,8.2
S70,telangana,andhra pradesh,Telangana,61.8,54.1,56.3,56.8
S71,telangana,andhra pradesh,Telangana,39.3,38.2,38.5,31.6
S72,telangana,andhra pradesh,Telangana,71.1,72.2,71.9,74.1
S73,telangana,andhra pradesh,Telangana,1.9,2.4,2.2,2
S74,telangana,andhra pradesh,Telangana,76.8,73.7,74.8,76.3
S75,telangana,andhra pradesh,Telangana,38.8,36,37.1,36.9
S76,telangana,andhra pradesh,Telangana,59.1,73.4,68.2,67
S77,telangana,andhra pradesh,Telangana,53.1,50.1,51.3,57.5
S78,telangana,andhra pradesh,Telangana,8.3,8.3,8.3,9.9
S79,telangana,andhra pradesh,Telangana,8.9,22.1,15.3,11.2
S80,telangana,andhra pradesh,Telangana,8.4,9.7,9.2,10.1
S81,telangana,andhra pradesh,Telangana,28.1,35.7,33.1,28
S82,telangana,andhra pradesh,Telangana,20,22.6,21.7,18.1
S83,telangana,andhra pradesh,Telangana,9.2,8.2,8.5,4.8
S84,telangana,andhra pradesh,Telangana,25.8,35,31.8,28.4
S85,telangana,andhra pradesh,Telangana,4.2,3,3.4,0.7
S86,telangana,andhra pradesh,Telangana,13.5,21.6,18.8,22.9
S87,telangana,andhra pradesh,Telangana,15.2,16.8,16.2,21.5
S88,telangana,andhra pradesh,Telangana,41.7,23.8,30.1,28.6
S89,telangana,andhra pradesh,Telangana,40.2,28.1,32.3,24.2
S90,telangana,andhra pradesh,Telangana,47.5,42.3,44.1,NA
S91,telangana,andhra pradesh,Telangana,47.6,45.3,46.1,NA
S92,telangana,andhra pradesh,Telangana,64.7,72.8,70,60.7
S93,telangana,andhra pradesh,Telangana,55.4,59.1,57.8,56.9
S94,telangana,andhra pradesh,Telangana,50.4,54.4,53.2,48.2
S95,telangana,andhra pradesh,Telangana,55.2,58.9,57.6,56.6
S96,telangana,andhra pradesh,Telangana,63.6,65.2,64.7,59.7
S97,telangana,andhra pradesh,Telangana,13.2,16.5,15.3,15.3
S98,telangana,andhra pradesh,Telangana,25.8,24.7,25.1,19.2
S99,telangana,andhra pradesh,Telangana,6.2,5.7,5.8,3.3774886626629974
S100,telangana,andhra pradesh,Telangana,9.3,6,7,3.8839159436227497
S101,telangana,andhra pradesh,Telangana,18.4,13,14.7,8.139432029844963
S102,telangana,andhra pradesh,Telangana,7.3,6.7,6.9,1.859881942711934
S103,telangana,andhra pradesh,Telangana,11.4,8.4,9.3,4.116088825582966
S104,telangana,andhra pradesh,Telangana,21.4,16.6,18.1,6.774003500360674
S105,telangana,andhra pradesh,Telangana,14.3,13.2,13.6,9.18235529619428
S106,telangana,andhra pradesh,Telangana,6.3,6.3,6.3,3.8894228508862208
S107,telangana,andhra pradesh,Telangana,29.1,24.7,26.1,14.850038203659812
S108,telangana,andhra pradesh,Telangana,20.5,17.5,18.5,15.524191041796199
S109,telangana,andhra pradesh,Telangana,9.1,7.6,8.1,5.8535611310004025
S110,telangana,andhra pradesh,Telangana,36.8,28.9,31.4,19.820378348500657
S111,telangana,andhra pradesh,Telangana,2.3,3.9,3.3,NA
S112,telangana,andhra pradesh,Telangana,0.3,0.4,0.3,NA
S113,telangana,andhra pradesh,Telangana,3.2,2.1,2.5,NA
S114,telangana,andhra pradesh,Telangana,1.9,3,2.6,NA
S115,telangana,andhra pradesh,Telangana,36.9,26.9,30.7,29.5
S116,telangana,andhra pradesh,Telangana,33,28.9,30.5,50.1
S117,telangana,andhra pradesh,Telangana,74.7,65.4,68.9,59.1
S118,telangana,andhra pradesh,Telangana,78,73.5,75.3,81.5
S119,telangana,andhra pradesh,Telangana,88.9,86.2,87.2,81
S120,telangana,andhra pradesh,Telangana,28.2,55.5,45.1,44.7
S121,telangana,andhra pradesh,Telangana,53.9,74.5,66.6,50.3
S122,telangana,andhra pradesh,Telangana,83,85.2,84.4,59.5
S123,telangana,andhra pradesh,Telangana,75.2,50.6,60,47.4
S124,telangana,andhra pradesh,Telangana,95.2,90.3,92.1,76.6
S125,telangana,andhra pradesh,Telangana,27.3,42.3,36.9,42.9
S126,telangana,andhra pradesh,Telangana,2.1,5.1,4,5.9
S127,telangana,andhra pradesh,Telangana,3.1,6,5,7.4
S128,telangana,andhra pradesh,Telangana,2.6,7.2,5.6,2.805556717362701
S129,telangana,andhra pradesh,Telangana,15.2,26.5,22.3,28.218710794421337
S130,telangana,andhra pradesh,Telangana,2.6,9,6.7,8.651104346632922
S131,telangana,andhra pradesh,Telangana,33.9,49,43.3,53.79050738911732
S01,tripura,tripura,Tripura,89.1,78.9,81.8,81.9
S02,tripura,tripura,Tripura,19.6,25.4,23.7,24.5
S03,tripura,tripura,Tripura,956,1033,1011,998
S04,tripura,tripura,Tripura,1024,1029,1028,969
S05,tripura,tripura,Tripura,95.6,93.2,93.8,91.6
S06,tripura,tripura,Tripura,86,77.1,79.5,NA
S07,tripura,tripura,Tripura,99.4,97.7,98.2,92.8
S08,tripura,tripura,Tripura,98.2,84,88,86.4
S09,tripura,tripura,Tripura,78.5,71.6,73.6,63.7
S10,tripura,tripura,Tripura,75.4,32.6,45.3,31.9
S11,tripura,tripura,Tripura,99.6,99.4,99.5,99.1
S12,tripura,tripura,Tripura,24.9,36.5,33,58.1
S13,tripura,tripura,Tripura,29.8,22.1,24.2,NA
S14,tripura,tripura,Tripura,89.9,76.9,80.6,80.37876161258836
S15,tripura,tripura,Tripura,93.5,86,88.2,89.51593851948067
S16,tripura,tripura,Tripura,36.6,17.9,23.2,23.4
S17,tripura,tripura,Tripura,39.7,25.1,29.4,35.5
S18,tripura,tripura,Tripura,36.6,17.7,22.9,NA
S19,tripura,tripura,Tripura,47,45.2,45.7,NA
S20,tripura,tripura,Tripura,33.7,42.4,40.1,33.1
S21,tripura,tripura,Tripura,NA,23.9,20.4,16.2
S22,tripura,tripura,Tripura,1.4,1.8,1.7,1.7
S23,tripura,tripura,Tripura,14.4,24.3,21.9,18.8
S24,tripura,tripura,Tripura,58,102,91,82
S25,tripura,tripura,Tripura,13.9,25.5,22.9,13.2
S26,tripura,tripura,Tripura,23.2,41.8,37.6,26.7
S27,tripura,tripura,Tripura,24.4,49,43.3,32.7
S28,tripura,tripura,Tripura,76.9,68.9,71.2,64.1
S29,tripura,tripura,Tripura,53.4,47.4,49.1,42.8
S30,tripura,tripura,Tripura,14.2,9.1,10.5,13.9
S31,tripura,tripura,Tripura,0,0,0,0
S32,tripura,tripura,Tripura,0,0.6,0.4,0.6
S33,tripura,tripura,Tripura,33,32.6,32.8,26.3
S34,tripura,tripura,Tripura,5,2.6,3.3,1.9
S35,tripura,tripura,Tripura,0.2,0.3,0.3,0.1
S36,tripura,tripura,Tripura,4.7,9.6,8.2,10.7
S37,tripura,tripura,Tripura,1.1,3.1,2.5,4.1
S38,tripura,tripura,Tripura,9.7,10.3,10.2,8.2
S39,tripura,tripura,Tripura,40.4,42.5,41.9,39.5
S40,tripura,tripura,Tripura,71.8,60.5,63.2,66.4
S41,tripura,tripura,Tripura,64.2,49.1,52.7,64.3
S42,tripura,tripura,Tripura,97.7,94,94.9,93
S43,tripura,tripura,Tripura,28.7,26,26.7,13.4
S44,tripura,tripura,Tripura,8.2,9.1,8.9,1.6
S45,tripura,tripura,Tripura,96.1,92,93,83
S46,tripura,tripura,Tripura,83.6,68.3,71.9,62.1
S47,tripura,tripura,Tripura,6223,6774,6640,4784
S48,tripura,tripura,Tripura,NA,2.7,3.6,0
S49,tripura,tripura,Tripura,83,69.6,72.8,NA
S50,tripura,tripura,Tripura,94.8,87.5,89.2,79.9
S51,tripura,tripura,Tripura,78.2,78.9,78.7,69.1
S52,tripura,tripura,Tripura,1.6,1.1,1.2,1.2
S53,tripura,tripura,Tripura,96.8,87,89.2,80.9
S54,tripura,tripura,Tripura,47.5,18.6,25.1,20.5
S55,tripura,tripura,Tripura,95.7,54.7,69.3,73.7
S56,tripura,tripura,Tripura,40.4,17.6,22.7,18.1
S57,tripura,tripura,Tripura,82.4,65.5,69.5,54.5
S58,tripura,tripura,Tripura,88.2,73.5,77.1,77.3
S59,tripura,tripura,Tripura,97.9,93.7,94.7,82.4
S60,tripura,tripura,Tripura,85.3,69.7,73.4,70.1
S61,tripura,tripura,Tripura,90.1,84.6,85.9,71.1
S62,tripura,tripura,Tripura,91.5,84.7,86.3,69.7
S63,tripura,tripura,Tripura,28,19.9,21.9,NA
S64,tripura,tripura,Tripura,66,57.6,59.6,NA
S65,tripura,tripura,Tripura,88.1,80.7,82.5,54.4
S66,tripura,tripura,Tripura,78.6,68,70.4,66.5
S67,tripura,tripura,Tripura,96.8,97.4,97.3,97.4
S68,tripura,tripura,Tripura,3.2,0.8,1.4,2
S69,tripura,tripura,Tripura,3.9,6.9,6.2,4.9
S70,tripura,tripura,Tripura,NA,63.3,67.2,46.3
S71,tripura,tripura,Tripura,NA,15.2,16.7,19.1
S72,tripura,tripura,Tripura,NA,61.2,63.1,65.7
S73,tripura,tripura,Tripura,0.8,1.5,1.3,2.6
S74,tripura,tripura,Tripura,67.8,63.5,64.2,73
S75,tripura,tripura,Tripura,38.3,35.9,36.4,44.4
S76,tripura,tripura,Tripura,NA,64.8,62.1,70.7
S77,tripura,tripura,Tripura,NA,45.6,53.1,13.6
S78,tripura,tripura,Tripura,13.5,13.3,13.3,5.3
S79,tripura,tripura,Tripura,NA,NA,16.3,NA
S80,tripura,tripura,Tripura,14.7,13.1,13.5,5.9
S81,tripura,tripura,Tripura,27.1,33.9,32.3,24.3
S82,tripura,tripura,Tripura,17.1,18.6,18.2,16.8
S83,tripura,tripura,Tripura,5.2,8,7.3,6.3
S84,tripura,tripura,Tripura,16.4,28.3,25.6,24.1
S85,tripura,tripura,Tripura,9.3,7.8,8.2,3
S86,tripura,tripura,Tripura,14.6,16.9,16.2,18.9
S87,tripura,tripura,Tripura,13.2,12.1,12.4,15.7
S88,tripura,tripura,Tripura,29.2,18.4,21.5,16
S89,tripura,tripura,Tripura,28.3,21.4,23.4,15.9
S90,tripura,tripura,Tripura,67.7,60.4,62.5,NA
S91,tripura,tripura,Tripura,46.3,40.2,42,NA
S92,tripura,tripura,Tripura,57.3,66.5,64.3,48.3
S93,tripura,tripura,Tripura,66.2,67.8,67.4,54.5
S94,tripura,tripura,Tripura,62.1,61.3,61.5,54.4
