id,v024_label,v024_nfhs3,state,nfhs5s_urban,nfhs5s_rural,nfhs5s_total,nfhs4s_total,nfhs3s_total,nfhs3s_urban,nfhs3s_rural,nfhs4s_urban,nfhs4s_rural
S23,tamil nadu,tamil nadu,Tamil Nadu,4.2,8.2,6.3,5,NA,NA,NA,NA,NA
S24,tamil nadu,tamil nadu,Tamil Nadu,23,44,34,39,NA,NA,NA,NA,NA
S25,tamil nadu,tamil nadu,Tamil Nadu,8.5,16.1,12.7,14,NA,NA,NA,NA,NA
S26,tamil nadu,tamil nadu,Tamil Nadu,14.9,21.7,18.6,20.2,NA,NA,NA,NA,NA
S27,tamil nadu,tamil nadu,Tamil Nadu,17.3,26.4,22.3,26.8,NA,NA,NA,NA,NA
S28,tamil nadu,tamil nadu,Tamil Nadu,67.6,69.5,68.6,53.2,NA,NA,NA,NA,NA
S29,tamil nadu,tamil nadu,Tamil Nadu,64,66.8,65.5,52.6,NA,NA,NA,NA,NA
S30,tamil nadu,tamil nadu,Tamil Nadu,55.6,59.9,57.8,49.4,NA,NA,NA,NA,NA
S31,tamil nadu,tamil nadu,Tamil Nadu,0.1,0.1,0.1,0,NA,NA,NA,NA,NA
S32,tamil nadu,tamil nadu,Tamil Nadu,4.8,4.7,4.8,1.9,NA,NA,NA,NA,NA
S33,tamil nadu,tamil nadu,Tamil Nadu,0.4,0.3,0.3,0.2,NA,NA,NA,NA,NA
S34,tamil nadu,tamil nadu,Tamil Nadu,2.6,1.2,1.8,0.8,NA,NA,NA,NA,NA
S35,tamil nadu,tamil nadu,Tamil Nadu,0.1,0.3,0.2,0.1,NA,NA,NA,NA,NA
S36,tamil nadu,tamil nadu,Tamil Nadu,8.1,6.9,7.5,10.1,NA,NA,NA,NA,NA
S37,tamil nadu,tamil nadu,Tamil Nadu,3.3,2.8,3,4.8,NA,NA,NA,NA,NA
S38,tamil nadu,tamil nadu,Tamil Nadu,27.4,29.5,28.5,30.2,NA,NA,NA,NA,NA
S39,tamil nadu,tamil nadu,Tamil Nadu,83,82.3,82.6,76.6,NA,NA,NA,NA,NA
S40,tamil nadu,tamil nadu,Tamil Nadu,76.7,78,77.4,64,NA,NA,NA,NA,NA
S41,tamil nadu,tamil nadu,Tamil Nadu,88.8,90.8,89.9,81.1,NA,NA,NA,NA,NA
S42,tamil nadu,tamil nadu,Tamil Nadu,89.5,89.9,89.7,71,NA,NA,NA,NA,NA
S43,tamil nadu,tamil nadu,Tamil Nadu,84.2,81,82.5,64,NA,NA,NA,NA,NA
S44,tamil nadu,tamil nadu,Tamil Nadu,66.4,60.3,63.1,40.1,NA,NA,NA,NA,NA
S45,tamil nadu,tamil nadu,Tamil Nadu,98.1,99.4,98.8,96,NA,NA,NA,NA,NA
S46,tamil nadu,tamil nadu,Tamil Nadu,92.5,93.7,93.2,74,NA,NA,NA,NA,NA
S47,tamil nadu,tamil nadu,Tamil Nadu,3647,3097,3316,2609,NA,NA,NA,NA,NA
S48,tamil nadu,tamil nadu,Tamil Nadu,NA,NA,NA,11.3,NA,NA,NA,NA,NA
S49,tamil nadu,tamil nadu,Tamil Nadu,95.1,94.8,94.9,NA,NA,NA,NA,NA,NA
S50,tamil nadu,tamil nadu,Tamil Nadu,99.8,99.4,99.6,98.9,NA,NA,NA,NA,NA
S51,tamil nadu,tamil nadu,Tamil Nadu,58,74,66.9,66.7,NA,NA,NA,NA,NA
S52,tamil nadu,tamil nadu,Tamil Nadu,0.2,0.3,0.2,0.6,NA,NA,NA,NA,NA
S53,tamil nadu,tamil nadu,Tamil Nadu,100,99.7,99.8,99.2,NA,NA,NA,NA,NA
S54,tamil nadu,tamil nadu,Tamil Nadu,47.5,42.9,44.9,34.1,NA,NA,NA,NA,NA
S55,tamil nadu,tamil nadu,Tamil Nadu,61.5,66.7,63.8,51.3,NA,NA,NA,NA,NA
S56,tamil nadu,tamil nadu,Tamil Nadu,37.5,35.1,36,26.3,NA,NA,NA,NA,NA
S57,tamil nadu,tamil nadu,Tamil Nadu,86.4,91.7,89.2,69.7,NA,NA,NA,NA,NA
S58,tamil nadu,tamil nadu,Tamil Nadu,89.4,91.3,90.4,76.1,NA,NA,NA,NA,NA
S59,tamil nadu,tamil nadu,Tamil Nadu,96.9,98.2,97.6,94.9,NA,NA,NA,NA,NA
S60,tamil nadu,tamil nadu,Tamil Nadu,89.9,92.9,91.5,82.3,NA,NA,NA,NA,NA
S61,tamil nadu,tamil nadu,Tamil Nadu,93,96.3,94.8,84.5,NA,NA,NA,NA,NA
S62,tamil nadu,tamil nadu,Tamil Nadu,94.7,96.8,95.8,85.1,NA,NA,NA,NA,NA
S63,tamil nadu,tamil nadu,Tamil Nadu,40.9,48,44.7,NA,NA,NA,NA,NA,NA
S64,tamil nadu,tamil nadu,Tamil Nadu,65.8,67,66.4,NA,NA,NA,NA,NA,NA
S65,tamil nadu,tamil nadu,Tamil Nadu,90.4,94.1,92.3,68.2,NA,NA,NA,NA,NA
S66,tamil nadu,tamil nadu,Tamil Nadu,68.3,68,68.2,73,NA,NA,NA,NA,NA
S67,tamil nadu,tamil nadu,Tamil Nadu,83.1,95.6,89.8,86.1,NA,NA,NA,NA,NA
S68,tamil nadu,tamil nadu,Tamil Nadu,16.9,4.2,10.1,14,NA,NA,NA,NA,NA
S69,tamil nadu,tamil nadu,Tamil Nadu,3.6,3.8,3.7,8,NA,NA,NA,NA,NA
S70,tamil nadu,tamil nadu,Tamil Nadu,51,55.9,53.8,61.8,NA,NA,NA,NA,NA
S71,tamil nadu,tamil nadu,Tamil Nadu,26.9,30.4,28.9,41.3,NA,NA,NA,NA,NA
S72,tamil nadu,tamil nadu,Tamil Nadu,62,58.9,60.2,73.2,NA,NA,NA,NA,NA
S73,tamil nadu,tamil nadu,Tamil Nadu,1.4,0.9,1.1,2.8,NA,NA,NA,NA,NA
S74,tamil nadu,tamil nadu,Tamil Nadu,68,67,67.4,82.2,NA,NA,NA,NA,NA
S75,tamil nadu,tamil nadu,Tamil Nadu,60,60.4,60.2,54.7,NA,NA,NA,NA,NA
S76,tamil nadu,tamil nadu,Tamil Nadu,45.5,61.9,55.1,48.3,NA,NA,NA,NA,NA
S77,tamil nadu,tamil nadu,Tamil Nadu,70.2,64,66.5,67.5,NA,NA,NA,NA,NA
S78,tamil nadu,tamil nadu,Tamil Nadu,14.9,11.2,12.8,21.4,NA,NA,NA,NA,NA
S79,tamil nadu,tamil nadu,Tamil Nadu,23.5,24.6,24.1,47.1,NA,NA,NA,NA,NA
S80,tamil nadu,tamil nadu,Tamil Nadu,17.9,15,16.3,30.7,NA,NA,NA,NA,NA
S81,tamil nadu,tamil nadu,Tamil Nadu,22.2,27.2,25,27.1,44.57977482322141,28.856315280665847,48.558421851289836,25.423346959220698,28.610842650778327
S82,tamil nadu,tamil nadu,Tamil Nadu,13.9,15.2,14.6,19.7,16.805483259213304,13.655988704830154,17.602427921092563,19.007502641891875,20.374722359459827
S83,tamil nadu,tamil nadu,Tamil Nadu,5.3,5.6,5.5,7.9,17.763821067195796,10.605662039405912,19.575113808801213,11.067007542489636,10.626399238920575
S84,tamil nadu,tamil nadu,Tamil Nadu,20,23.5,22,23.8,38.965141977070395,25.3403415862203,42.41274658573597,21.471260510838775,25.783459276946935
S85,tamil nadu,tamil nadu,Tamil Nadu,5.1,3.7,4.3,5,1.8176642154284959,3.303941840170537,1.441578148710167,6.559351581835725,3.5521880440099642
S86,tamil nadu,tamil nadu,Tamil Nadu,9.7,15.2,12.6,14.6,39.13411923326945,23.336573732540494,46.20317246034424,10.938377644081285,18.44140862680977
S87,tamil nadu,tamil nadu,Tamil Nadu,11.3,12.8,12.1,12.4,34.681650023736026,23.0062245731565,40.594059405940584,10.411822906862573,13.669557240877534
S88,tamil nadu,tamil nadu,Tamil Nadu,46.1,35.4,40.4,30.9,11.312798993650551,24.752824962672207,5.298683766452919,36.20113450573818,25.426954275432045
S89,tamil nadu,tamil nadu,Tamil Nadu,43.1,31.6,37,28.2,5.761592533628528,12.873346857033258,2.1602160216021598,31.347486491496646,26.511316140028274
S90,tamil nadu,tamil nadu,Tamil Nadu,58.3,53.8,55.9,NA,NA,NA,NA,NA,NA
S91,tamil nadu,tamil nadu,Tamil Nadu,55.6,56.8,56.2,NA,NA,NA,NA,NA,NA
S92,tamil nadu,tamil nadu,Tamil Nadu,53.7,60.4,57.4,50.7,60.92095878942073,49.57724173893483,63.583333333333336,48.55600667870676,52.54153458111009
S93,tamil nadu,tamil nadu,Tamil Nadu,51.5,55.4,53.6,55.4,NA,NA,NA,NA,NA
S94,tamil nadu,tamil nadu,Tamil Nadu,42.6,53.1,48.3,44.4,NA,NA,NA,NA,NA
S95,tamil nadu,tamil nadu,Tamil Nadu,51.3,55.3,53.4,55,NA,NA,NA,NA,NA
S96,tamil nadu,tamil nadu,Tamil Nadu,50.6,54.9,52.9,54.2,NA,NA,NA,NA,NA
S97,tamil nadu,tamil nadu,Tamil Nadu,15,15.5,15.2,20.4,NA,NA,NA,NA,NA
S98,tamil nadu,tamil nadu,Tamil Nadu,24.3,24.9,24.6,26,NA,NA,NA,NA,NA
S99,tamil nadu,tamil nadu,Tamil Nadu,8.2,6.9,7.5,3.633597191959384,NA,NA,NA,4.083224680776671,3.170569670668567
S100,tamil nadu,tamil nadu,Tamil Nadu,13.2,9.4,11.1,4.0379877569447755,NA,NA,NA,4.6055507060715275,3.4535100013655153
S101,tamil nadu,tamil nadu,Tamil Nadu,23.8,18,20.7,9.251314207584485,NA,NA,NA,10.645326915192141,7.815443487627234
S102,tamil nadu,tamil nadu,Tamil Nadu,8.7,7.6,8.1,4.886729618157172,NA,NA,NA,5.014200310465606,4.748814382930858
S103,tamil nadu,tamil nadu,Tamil Nadu,12.7,11.2,11.9,6.450245305750429,NA,NA,NA,6.800694900403957,6.071080986436458
S104,tamil nadu,tamil nadu,Tamil Nadu,23.7,20.6,22.1,12.683976022364188,NA,NA,NA,13.043052963409437,12.295132803425943
S105,tamil nadu,tamil nadu,Tamil Nadu,14.8,13.8,14.3,8.293093144663054,NA,NA,NA,9.213018344951445,7.345197508951122
S106,tamil nadu,tamil nadu,Tamil Nadu,6.5,5.9,6.2,2.739280485581905,NA,NA,NA,3.1938204879666277,2.2709201402169783
S107,tamil nadu,tamil nadu,Tamil Nadu,26.4,23.4,24.8,12.975127966713087,NA,NA,NA,14.567336578354814,11.334508062350203
S108,tamil nadu,tamil nadu,Tamil Nadu,20.1,19,19.5,16.73861299983181,NA,NA,NA,17.720255172221883,15.676789891399576
S109,tamil nadu,tamil nadu,Tamil Nadu,7.6,7.1,7.4,4.7963711303779135,NA,NA,NA,4.759546090597046,4.836204054541163
S110,tamil nadu,tamil nadu,Tamil Nadu,31.5,29,30.2,20.806294327399414,NA,NA,NA,21.796922607982136,19.734751121764553
S111,tamil nadu,tamil nadu,Tamil Nadu,10,9.6,9.8,NA,NA,NA,NA,NA,NA
S112,tamil nadu,tamil nadu,Tamil Nadu,5.9,5.3,5.6,NA,NA,NA,NA,NA,NA
S113,tamil nadu,tamil nadu,Tamil Nadu,1.3,1.1,1.2,NA,NA,NA,NA,NA,NA
S114,tamil nadu,tamil nadu,Tamil Nadu,0.3,1,0.7,NA,NA,NA,NA,NA,NA
S115,tamil nadu,tamil nadu,Tamil Nadu,24.6,22.8,23.6,16,NA,NA,NA,NA,NA
S116,tamil nadu,tamil nadu,Tamil Nadu,31.1,22.4,26.6,10.9,NA,NA,NA,NA,NA
S117,tamil nadu,tamil nadu,Tamil Nadu,80.7,75.6,77.9,64.7,NA,NA,NA,NA,NA
S118,tamil nadu,tamil nadu,Tamil Nadu,89.7,90.4,90.1,79.8,NA,NA,NA,NA,NA
S119,tamil nadu,tamil nadu,Tamil Nadu,91.8,93.7,92.8,84,NA,NA,NA,NA,NA
S120,tamil nadu,tamil nadu,Tamil Nadu,35.4,45.5,40.8,30.5,NA,NA,NA,NA,NA
S121,tamil nadu,tamil nadu,Tamil Nadu,43.2,52,47.9,36.2,NA,NA,NA,NA,NA
S122,tamil nadu,tamil nadu,Tamil Nadu,92.7,91.7,92.2,77,NA,NA,NA,NA,NA
S123,tamil nadu,tamil nadu,Tamil Nadu,81.2,68.9,74.6,62,NA,NA,NA,NA,NA
S124,tamil nadu,tamil nadu,Tamil Nadu,98.6,98,98.3,91.4,NA,NA,NA,NA,NA
S125,tamil nadu,tamil nadu,Tamil Nadu,32.9,42.2,38.1,40.7,NA,NA,NA,NA,NA
S126,tamil nadu,tamil nadu,Tamil Nadu,3.3,3.4,3.3,6.2,NA,NA,NA,NA,NA
S127,tamil nadu,tamil nadu,Tamil Nadu,0,0,0,0.9,NA,NA,NA,NA,NA
S128,tamil nadu,tamil nadu,Tamil Nadu,2.3,7.3,4.9,2.2038812325630044,15.604836369776109,12.804812724059781,16.846446700507617,1.452210752432963,2.9826465581289896
S129,tamil nadu,tamil nadu,Tamil Nadu,16.7,23.3,20.1,32.926470734079246,70.93321458795734,70.33393638171168,71.24125874125873,33.1331668254112,32.70091933626001
S130,tamil nadu,tamil nadu,Tamil Nadu,0.2,0.4,0.3,0.38503959850028385,1.7133559333184354,0.7823780040825179,2.126309108219613,0.4840386303807601,0.2824720302225215
S131,tamil nadu,tamil nadu,Tamil Nadu,21.5,29.2,25.4,47.162535152441144,33.45367511490934,35.10491684907989,32.60489510489511,46.55905675421615,47.82106427796174
S01,uttar pradesh,uttar pradesh,Uttar Pradesh,76.2,64.6,67.4,63,NA,NA,NA,NA,NA
S02,uttar pradesh,uttar pradesh,Uttar Pradesh,26.7,32.4,31,33.8,NA,NA,NA,NA,NA
S03,uttar pradesh,uttar pradesh,Uttar Pradesh,961,1036,1017,995,NA,NA,NA,NA,NA
S04,uttar pradesh,uttar pradesh,Uttar Pradesh,933,943,941,903,NA,NA,NA,NA,NA
S05,uttar pradesh,uttar pradesh,Uttar Pradesh,84.4,78.2,79.5,60.2,NA,NA,NA,NA,NA
S06,uttar pradesh,uttar pradesh,Uttar Pradesh,61.8,43.2,47.3,NA,NA,NA,NA,NA,NA
S07,uttar pradesh,uttar pradesh,Uttar Pradesh,97.6,88.9,91,72.6,96.9922300712544,98.49193183531895,95.09301303647281,95.03223887258626,65.06249246309864
S08,uttar pradesh,uttar pradesh,Uttar Pradesh,99.4,99.1,99.2,98.4,80.19693689848629,94.20901824762478,62.44688644688645,99.53772774290121,98.03100077139557
S09,uttar pradesh,uttar pradesh,Uttar Pradesh,80.9,64.8,68.8,36.4,63.26052992423266,70.36924015868172,54.05937594668282,70.1644722197869,25.13811792001307
S10,uttar pradesh,uttar pradesh,Uttar Pradesh,88.3,36.2,49.5,32.7,61.54431506510151,76.55172413793105,42.338461538461544,78.7979454504779,16.40096284825657
S11,uttar pradesh,uttar pradesh,Uttar Pradesh,97,90.6,92.3,93.7,NA,NA,NA,NA,NA
S12,uttar pradesh,uttar pradesh,Uttar Pradesh,16.8,15.5,15.9,6.1,11.781269176895986,14.202334630350197,8.725674827369744,7.927724534164938,5.455058931176454
S13,uttar pradesh,uttar pradesh,Uttar Pradesh,11.9,8.6,9.3,NA,NA,NA,NA,NA,NA
S14,uttar pradesh,uttar pradesh,Uttar Pradesh,77.2,62.4,66.1,61.027829855073115,83.59686857985395,85.51564310544612,81.12773302646721,74.6178499211879,56.16114884806348
S15,uttar pradesh,uttar pradesh,Uttar Pradesh,84.1,81.2,82,81.61601981236404,90.52385194833356,92.50871080139373,88.05237315875614,84.90979301565432,80.16137199122659
S16,uttar pradesh,uttar pradesh,Uttar Pradesh,51.9,35,39.3,32.9,48.933610840456254,56.48899188876014,39.2055267702936,48.14629823316135,27.427437119866806
S17,uttar pradesh,uttar pradesh,Uttar Pradesh,56.8,45.6,48.6,42.2,49.54583055574839,54.45026178010471,43.399339933993396,49.36642351244386,38.35644087716996
S18,uttar pradesh,uttar pradesh,Uttar Pradesh,50.2,24.5,30.6,NA,NA,NA,NA,NA,NA
S19,uttar pradesh,uttar pradesh,Uttar Pradesh,72.4,54.2,59.1,NA,NA,NA,NA,NA,NA
S20,uttar pradesh,uttar pradesh,Uttar Pradesh,9.6,17.9,15.8,21.1,16.560442185101458,17.006802721088437,15.957446808510639,26.89501965816084,33.26681425495945
S21,uttar pradesh,uttar pradesh,Uttar Pradesh,17.1,25.4,23,28.7,NA,NA,NA,NA,NA
S22,uttar pradesh,uttar pradesh,Uttar Pradesh,1.9,2.5,2.4,2.7,NA,NA,NA,NA,NA
S23,uttar pradesh,uttar pradesh,Uttar Pradesh,1.5,3.3,2.9,3.8,NA,NA,NA,NA,NA
S24,uttar pradesh,uttar pradesh,Uttar Pradesh,14,24,22,28,NA,NA,NA,NA,NA
S25,uttar pradesh,uttar pradesh,Uttar Pradesh,27.7,37.8,35.7,45.1,NA,NA,NA,NA,NA
S26,uttar pradesh,uttar pradesh,Uttar Pradesh,42,52.6,50.4,63.5,NA,NA,NA,NA,NA
S27,uttar pradesh,uttar pradesh,Uttar Pradesh,49.7,62.5,59.8,78.1,NA,NA,NA,NA,NA
S28,uttar pradesh,uttar pradesh,Uttar Pradesh,67.6,60.8,62.4,45.5,NA,NA,NA,NA,NA
S29,uttar pradesh,uttar pradesh,Uttar Pradesh,48.6,43.2,44.5,31.7,NA,NA,NA,NA,NA
S30,uttar pradesh,uttar pradesh,Uttar Pradesh,13.5,18,16.9,17.3,NA,NA,NA,NA,NA
S31,uttar pradesh,uttar pradesh,Uttar Pradesh,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA
S32,uttar pradesh,uttar pradesh,Uttar Pradesh,2,1.3,1.5,1.2,NA,NA,NA,NA,NA
S33,uttar pradesh,uttar pradesh,Uttar Pradesh,4,4.5,4.4,1.9,NA,NA,NA,NA,NA
S34,uttar pradesh,uttar pradesh,Uttar Pradesh,27.1,16.6,19.1,10.8,NA,NA,NA,NA,NA
S35,uttar pradesh,uttar pradesh,Uttar Pradesh,0.9,1.2,1.2,0.4,NA,NA,NA,NA,NA
S36,uttar pradesh,uttar pradesh,Uttar Pradesh,9.2,14,12.9,18.1,NA,NA,NA,NA,NA
S37,uttar pradesh,uttar pradesh,Uttar Pradesh,3.5,5.2,4.8,6.8,NA,NA,NA,NA,NA
S38,uttar pradesh,uttar pradesh,Uttar Pradesh,23.8,25.6,25.1,12.8,NA,NA,NA,NA,NA
S39,uttar pradesh,uttar pradesh,Uttar Pradesh,71.7,70.4,70.6,47.5,NA,NA,NA,NA,NA
S40,uttar pradesh,uttar pradesh,Uttar Pradesh,70.8,60.2,62.5,45.9,NA,NA,NA,NA,NA
S41,uttar pradesh,uttar pradesh,Uttar Pradesh,52.3,39.6,42.4,26.4,NA,NA,NA,NA,NA
S42,uttar pradesh,uttar pradesh,Uttar Pradesh,93.7,91.6,92.1,86.5,NA,NA,NA,NA,NA
S43,uttar pradesh,uttar pradesh,Uttar Pradesh,29.8,20.2,22.3,12.9,NA,NA,NA,NA,NA
S44,uttar pradesh,uttar pradesh,Uttar Pradesh,14.1,8.5,9.7,3.9,NA,NA,NA,NA,NA
S45,uttar pradesh,uttar pradesh,Uttar Pradesh,95.1,95.8,95.7,79.8,NA,NA,NA,NA,NA
S46,uttar pradesh,uttar pradesh,Uttar Pradesh,79.2,70,72,54,NA,NA,NA,NA,NA
S47,uttar pradesh,uttar pradesh,Uttar Pradesh,3252,2117,2300,1956,NA,NA,NA,NA,NA
S48,uttar pradesh,uttar pradesh,Uttar Pradesh,2.2,2.4,2.4,0.8,NA,NA,NA,NA,NA
S49,uttar pradesh,uttar pradesh,Uttar Pradesh,77.9,68.1,70.2,NA,NA,NA,NA,NA,NA
S50,uttar pradesh,uttar pradesh,Uttar Pradesh,85.5,82.9,83.4,67.8,NA,NA,NA,NA,NA
S51,uttar pradesh,uttar pradesh,Uttar Pradesh,43.1,61.5,57.7,44.5,NA,NA,NA,NA,NA
S52,uttar pradesh,uttar pradesh,Uttar Pradesh,5.2,4.6,4.7,4.1,NA,NA,NA,NA,NA
S53,uttar pradesh,uttar pradesh,Uttar Pradesh,88.4,83.8,84.8,70.4,NA,NA,NA,NA,NA
S54,uttar pradesh,uttar pradesh,Uttar Pradesh,24.2,11,13.7,9.4,NA,NA,NA,NA,NA
S55,uttar pradesh,uttar pradesh,Uttar Pradesh,42.6,37.8,39.4,31.3,NA,NA,NA,NA,NA
S56,uttar pradesh,uttar pradesh,Uttar Pradesh,14.4,4.7,6.2,4.7,NA,NA,NA,NA,NA
S57,uttar pradesh,uttar pradesh,Uttar Pradesh,67.2,70.2,69.6,51.1,NA,NA,NA,NA,NA
S58,uttar pradesh,uttar pradesh,Uttar Pradesh,76.6,78.8,78.4,66.2,NA,NA,NA,NA,NA
S59,uttar pradesh,uttar pradesh,Uttar Pradesh,92,93.6,93.2,87.6,NA,NA,NA,NA,NA
S60,uttar pradesh,uttar pradesh,Uttar Pradesh,71.4,75.1,74.3,68.3,NA,NA,NA,NA,NA
S61,uttar pradesh,uttar pradesh,Uttar Pradesh,78.4,81.5,80.8,66.5,NA,NA,NA,NA,NA
S62,uttar pradesh,uttar pradesh,Uttar Pradesh,81,83.9,83.3,70.8,NA,NA,NA,NA,NA
S63,uttar pradesh,uttar pradesh,Uttar Pradesh,28.9,30.5,30.2,NA,NA,NA,NA,NA,NA
S64,uttar pradesh,uttar pradesh,Uttar Pradesh,53.5,47.9,49.1,NA,NA,NA,NA,NA,NA
S65,uttar pradesh,uttar pradesh,Uttar Pradesh,76.5,78.8,78.3,52.8,NA,NA,NA,NA,NA
S66,uttar pradesh,uttar pradesh,Uttar Pradesh,73.1,74.1,73.9,43.8,NA,NA,NA,NA,NA
S67,uttar pradesh,uttar pradesh,Uttar Pradesh,89.7,95.6,94.4,84.5,NA,NA,NA,NA,NA
S68,uttar pradesh,uttar pradesh,Uttar Pradesh,6.7,1,2.2,5.1,NA,NA,NA,NA,NA
S69,uttar pradesh,uttar pradesh,Uttar Pradesh,5.2,5.7,5.6,15,NA,NA,NA,NA,NA
S70,uttar pradesh,uttar pradesh,Uttar Pradesh,47.5,51.5,50.7,37.9,NA,NA,NA,NA,NA
S71,uttar pradesh,uttar pradesh,Uttar Pradesh,29.7,28.2,28.5,12.6,NA,NA,NA,NA,NA
S72,uttar pradesh,uttar pradesh,Uttar Pradesh,73.3,69.1,69.9,66.7,NA,NA,NA,NA,NA
S73,uttar pradesh,uttar pradesh,Uttar Pradesh,2.7,3.8,3.5,4.7,NA,NA,NA,NA,NA
S74,uttar pradesh,uttar pradesh,Uttar Pradesh,67.2,62.1,63,71.3,NA,NA,NA,NA,NA
S75,uttar pradesh,uttar pradesh,Uttar Pradesh,24.9,23.7,23.9,25.2,NA,NA,NA,NA,NA
S76,uttar pradesh,uttar pradesh,Uttar Pradesh,54.8,60.9,59.7,41.6,NA,NA,NA,NA,NA
S77,uttar pradesh,uttar pradesh,Uttar Pradesh,35.9,29.9,31,32.6,NA,NA,NA,NA,NA
S78,uttar pradesh,uttar pradesh,Uttar Pradesh,6.7,5.7,5.9,5.3,NA,NA,NA,NA,NA
S79,uttar pradesh,uttar pradesh,Uttar Pradesh,7.4,6.8,7,5.3,NA,NA,NA,NA,NA
S80,uttar pradesh,uttar pradesh,Uttar Pradesh,6.8,5.9,6.1,5.3,NA,NA,NA,NA,NA
S81,uttar pradesh,uttar pradesh,Uttar Pradesh,33,41.3,39.7,46.3,25.351493329804107,21.91435768261965,29.63855421686747,37.74742125899272,48.34965624560173
S82,uttar pradesh,uttar pradesh,Uttar Pradesh,18.7,17,17.3,17.9,14.043889267737544,11.58690176322418,17.10843373493976,18.1726882638726,17.950595235028143
S83,uttar pradesh,uttar pradesh,Uttar Pradesh,8.2,7.1,7.3,6,10.342580828734011,10.327455919395465,10.36144578313253,15.377381076161761,22.666713874474716
S84,uttar pradesh,uttar pradesh,Uttar Pradesh,28.2,33.1,32.1,39.5,25.058291479592608,19.64735516372796,31.807228915662648,33.58019921588982,40.98226848496745
S85,uttar pradesh,uttar pradesh,Uttar Pradesh,3.6,2.9,3.1,1.5,4.157400205999201,4.785894206549118,3.3734939759036147,1.821852805986909,1.4265594814553546
S86,uttar pradesh,uttar pradesh,Uttar Pradesh,13.6,20.8,19,25.3,27.831023262760336,23.63519588953115,33.14500941619586,17.514831490781617,28.014549714818564
S87,uttar pradesh,uttar pradesh,Uttar Pradesh,13.4,19.5,17.9,25.9,23.975465785427154,21.083172147001935,27.464788732394368,18.45129711357958,29.008396415351996
S88,uttar pradesh,uttar pradesh,Uttar Pradesh,30.6,18.3,21.3,16.5,20.082937151021785,24.341682723185613,14.689265536723164,27.079899228444965,12.59078788125207
S89,uttar pradesh,uttar pradesh,Uttar Pradesh,24.9,16.2,18.5,12.5,16.61424361824599,19.148936170212767,13.556338028169016,21.45309490887341,9.25157533315519
S90,uttar pradesh,uttar pradesh,Uttar Pradesh,61.7,55.2,56.8,NA,NA,NA,NA,NA,NA
S91,uttar pradesh,uttar pradesh,Uttar Pradesh,56.2,50.6,52.1,NA,NA,NA,NA,NA,NA
S92,uttar pradesh,uttar pradesh,Uttar Pradesh,65.3,66.7,66.4,63.2,37.84007204174017,37.261146496815286,38.482384823848236,65.0079358574957,62.64583952712225
S93,uttar pradesh,uttar pradesh,Uttar Pradesh,50.5,50.7,50.6,52.5,NA,NA,NA,NA,NA
S94,uttar pradesh,uttar pradesh,Uttar Pradesh,37.1,47.9,45.9,51,NA,NA,NA,NA,NA
S95,uttar pradesh,uttar pradesh,Uttar Pradesh,50.1,50.5,50.4,52.4,NA,NA,NA,NA,NA
S96,uttar pradesh,uttar pradesh,Uttar Pradesh,53.4,52.8,52.9,53.7,NA,NA,NA,NA,NA
S97,uttar pradesh,uttar pradesh,Uttar Pradesh,18,22.7,21.5,23.7,NA,NA,NA,NA,NA
S98,uttar pradesh,uttar pradesh,Uttar Pradesh,22.5,29.9,28.2,31.5,NA,NA,NA,NA,NA
S99,uttar pradesh,uttar pradesh,Uttar Pradesh,5,4.7,4.7,3.195036093546857,NA,NA,NA,3.039388513713983,3.2512828021315983
S100,uttar pradesh,uttar pradesh,Uttar Pradesh,5.6,4.2,4.5,2.209199736379702,NA,NA,NA,3.0172703057193937,1.9171854957576593
S101,uttar pradesh,uttar pradesh,Uttar Pradesh,11.3,9.6,10,5.836063486489985,NA,NA,NA,6.842774244548922,5.472282182307234
S102,uttar pradesh,uttar pradesh,Uttar Pradesh,6.1,5.7,5.8,4.584756158814593,NA,NA,NA,4.846876796526773,4.470213738038383
S103,uttar pradesh,uttar pradesh,Uttar Pradesh,6.1,4.6,5,3.4909921128869,NA,NA,NA,3.9797914126776335,3.277394833556209
S104,uttar pradesh,uttar pradesh,Uttar Pradesh,13.2,11.1,11.6,8.557022936315025,NA,NA,NA,9.375514466336307,8.199186434434553
S105,uttar pradesh,uttar pradesh,Uttar Pradesh,13.2,11,11.5,7.643203641148277,NA,NA,NA,8.199930064298673,7.441740105663943
S106,uttar pradesh,uttar pradesh,Uttar Pradesh,5.5,4.7,4.9,2.2517634914992577,NA,NA,NA,2.536350250612078,2.1487795980485793
S107,uttar pradesh,uttar pradesh,Uttar Pradesh,20.9,17.6,18.4,10.6389958007856,NA,NA,NA,11.437371642387575,10.35008618017834
S108,uttar pradesh,uttar pradesh,Uttar Pradesh,17.3,14.5,15.2,11.000429517052426,NA,NA,NA,13.600942247088765,9.858531777858712
S109,uttar pradesh,uttar pradesh,Uttar Pradesh,6,5,5.2,2.2109072781331847,NA,NA,NA,2.7686352427423615,1.9660062266919056
S110,uttar pradesh,uttar pradesh,Uttar Pradesh,24.8,20.7,21.7,13.175955192716614,NA,NA,NA,16.021914975003014,11.926280463693594
S111,uttar pradesh,uttar pradesh,Uttar Pradesh,1.1,1.7,1.5,NA,NA,NA,NA,NA,NA
